FIPS,State,Area_Name,POP_ESTIMATE_2018
41063,OR,Wallowa County,"7,081"
41065,OR,Wasco County,"26,505"
41067,OR,Washington County,"597,695"
41069,OR,Wheeler County,"1,366"
41071,OR,Yamhill County,"107,002"
42000,PA,Pennsylvania,"12,807,060"
42001,PA,Adams County,"102,811"
42003,PA,Allegheny County,"1,218,452"
42005,PA,Armstrong County,"65,263"
42007,PA,Beaver County,"164,742"
42009,PA,Bedford County,"48,176"
42011,PA,Berks County,"420,152"
42013,PA,Blair County,"122,492"
42015,PA,Bradford County,"60,833"
42017,PA,Bucks County,"628,195"
42019,PA,Butler County,"187,888"
42021,PA,Cambria County,"131,730"
42023,PA,Cameron County,"4,492"
42025,PA,Carbon County,"64,227"
42027,PA,Centre County,"162,805"
42029,PA,Chester County,"522,046"
42031,PA,Clarion County,"38,779"
42033,PA,Clearfield County,"79,388"
42035,PA,Clinton County,"38,684"
42037,PA,Columbia County,"65,456"
42039,PA,Crawford County,"85,063"
42041,PA,Cumberland County,"251,423"
42043,PA,Dauphin County,"277,097"
42045,PA,Delaware County,"564,751"
42047,PA,Elk County,"30,169"
42049,PA,Erie County,"272,061"
42051,PA,Fayette County,"130,441"
42053,PA,Forest County,"7,279"
42055,PA,Franklin County,"154,835"
42057,PA,Fulton County,"14,523"
42059,PA,Greene County,"36,506"
42061,PA,Huntingdon County,"45,168"
42063,PA,Indiana County,"84,501"
42065,PA,Jefferson County,"43,641"
42067,PA,Juniata County,"24,704"
42069,PA,Lackawanna County,"210,793"
42071,PA,Lancaster County,"543,557"
42073,PA,Lawrence County,"86,184"
42075,PA,Lebanon County,"141,314"
42077,PA,Lehigh County,"368,100"
42079,PA,Luzerne County,"317,646"
42081,PA,Lycoming County,"113,664"
42083,PA,McKean County,"40,968"
42085,PA,Mercer County,"110,683"
42087,PA,Mifflin County,"46,222"
42089,PA,Monroe County,"169,507"
42091,PA,Montgomery County,"828,604"
42093,PA,Montour County,"18,240"
42095,PA,Northampton County,"304,807"
42097,PA,Northumberland County,"91,083"
42099,PA,Perry County,"46,139"
42101,PA,Philadelphia County,"1,584,138"
42103,PA,Pike County,"55,933"
42105,PA,Potter County,"16,622"
42107,PA,Schuylkill County,"142,067"
42109,PA,Snyder County,"40,540"
42111,PA,Somerset County,"73,952"
42113,PA,Sullivan County,"6,071"
42115,PA,Susquehanna County,"40,589"
42117,PA,Tioga County,"40,763"
42119,PA,Union County,"44,785"
42121,PA,Venango County,"51,266"
42123,PA,Warren County,"39,498"
42125,PA,Washington County,"207,346"
42127,PA,Wayne County,"51,276"
42129,PA,Westmoreland County,"350,611"
42131,PA,Wyoming County,"27,046"
42133,PA,York County,"448,273"
44000,RI,Rhode Island,"1,057,315"
44001,RI,Bristol County,"48,649"
44003,RI,Kent County,"163,861"
44005,RI,Newport County,"82,542"
44007,RI,Providence County,"636,084"
44009,RI,Washington County,"126,179"
45000,SC,South Carolina,"5,084,127"
45001,SC,Abbeville County,"24,541"
45003,SC,Aiken County,"169,401"
45005,SC,Allendale County,"8,903"
45007,SC,Anderson County,"200,482"
45009,SC,Bamberg County,"14,275"
45011,SC,Barnwell County,"21,112"
45013,SC,Beaufort County,"188,715"
45015,SC,Berkeley County,"221,091"
45017,SC,Calhoun County,"14,520"
45019,SC,Charleston County,"405,905"
45021,SC,Cherokee County,"57,078"
45023,SC,Chester County,"32,251"
45025,SC,Chesterfield County,"45,754"
45027,SC,Clarendon County,"33,700"
45029,SC,Colleton County,"37,660"
45031,SC,Darlington County,"66,802"
45033,SC,Dillon County,"30,599"
45035,SC,Dorchester County,"160,647"
45037,SC,Edgefield County,"27,052"
45039,SC,Fairfield County,"22,402"
45041,SC,Florence County,"138,159"
45043,SC,Georgetown County,"62,249"
45045,SC,Greenville County,"514,213"
45047,SC,Greenwood County,"70,741"
45049,SC,Hampton County,"19,351"
45051,SC,Horry County,"344,147"
45053,SC,Jasper County,"28,971"
45055,SC,Kershaw County,"65,592"
45057,SC,Lancaster County,"95,380"
45059,SC,Laurens County,"66,994"
45061,SC,Lee County,"17,142"
45063,SC,Lexington County,"295,032"
45065,SC,McCormick County,"9,410"
45067,SC,Marion County,"31,039"
45069,SC,Marlboro County,"26,398"
45071,SC,Newberry County,"38,520"
45073,SC,Oconee County,"78,374"
45075,SC,Orangeburg County,"86,934"
45077,SC,Pickens County,"124,937"
45079,SC,Richland County,"414,576"
45081,SC,Saluda County,"20,544"
45083,SC,Spartanburg County,"313,888"
45085,SC,Sumter County,"106,512"
45087,SC,Union County,"27,410"
45089,SC,Williamsburg County,"30,606"
45091,SC,York County,"274,118"
46000,SD,South Dakota,"882,235"
46003,SD,Aurora County,"2,801"
46005,SD,Beadle County,"18,883"
46007,SD,Bennett County,"3,468"
46009,SD,Bon Homme County,"6,980"
46011,SD,Brookings County,"35,232"
46013,SD,Brown County,"39,316"
46015,SD,Brule County,"5,229"
46017,SD,Buffalo County,"2,036"
46019,SD,Butte County,"10,222"
46021,SD,Campbell County,"1,377"
46023,SD,Charles Mix County,"9,338"
46025,SD,Clark County,"3,739"
46027,SD,Clay County,"14,041"
46029,SD,Codington County,"28,015"
46031,SD,Corson County,"4,165"
46033,SD,Custer County,"8,726"
46035,SD,Davison County,"19,790"
46037,SD,Day County,"5,505"
46039,SD,Deuel County,"4,337"
46041,SD,Dewey County,"5,904"
46043,SD,Douglas County,"2,935"
46045,SD,Edmunds County,"3,875"
46047,SD,Fall River County,"6,758"
46049,SD,Faulk County,"2,330"
46051,SD,Grant County,"7,147"
46053,SD,Gregory County,"4,212"
46055,SD,Haakon County,"1,918"
46057,SD,Hamlin County,"6,111"
46059,SD,Hand County,"3,262"
46061,SD,Hanson County,"3,376"
46063,SD,Harding County,"1,249"
46065,SD,Hughes County,"17,650"
46067,SD,Hutchinson County,"7,380"
46069,SD,Hyde County,"1,282"
46071,SD,Jackson County,"3,307"
46073,SD,Jerauld County,"2,043"
46075,SD,Jones County,928
46077,SD,Kingsbury County,"4,919"
46079,SD,Lake County,"13,057"
46081,SD,Lawrence County,"25,741"
46083,SD,Lincoln County,"58,807"
46085,SD,Lyman County,"3,821"
46087,SD,McCook County,"5,546"
46089,SD,McPherson County,"2,407"
46091,SD,Marshall County,"5,112"
46093,SD,Meade County,"28,294"
46095,SD,Mellette County,"2,042"
46097,SD,Miner County,"2,213"
46099,SD,Minnehaha County,"192,876"
46101,SD,Moody County,"6,579"
46102,SD,Oglala Lakota County,"14,309"
46103,SD,Pennington County,"111,729"
46105,SD,Perkins County,"2,922"
46107,SD,Potter County,"2,207"
46109,SD,Roberts County,"10,447"
46111,SD,Sanborn County,"2,429"
46115,SD,Spink County,"6,495"
46117,SD,Stanley County,"3,022"
46119,SD,Sully County,"1,392"
46121,SD,Todd County,"10,283"
46123,SD,Tripp County,"5,478"
46125,SD,Turner County,"8,424"
46127,SD,Union County,"15,619"
46129,SD,Walworth County,"5,587"
46135,SD,Yankton County,"22,869"
46137,SD,Ziebach County,"2,742"
47000,TN,Tennessee,"6,770,010"
47001,TN,Anderson County,"76,482"
47003,TN,Bedford County,"49,038"
47005,TN,Benton County,"16,184"
47007,TN,Bledsoe County,"14,755"
47009,TN,Blount County,"131,349"
47011,TN,Bradley County,"106,727"
47013,TN,Campbell County,"39,583"
47015,TN,Cannon County,"14,462"
47017,TN,Carroll County,"28,020"
47019,TN,Carter County,"56,351"
47021,TN,Cheatham County,"40,439"
47023,TN,Chester County,"17,276"
47025,TN,Claiborne County,"31,756"
47027,TN,Clay County,"7,717"
47029,TN,Cocke County,"35,774"
47031,TN,Coffee County,"55,700"
47033,TN,Crockett County,"14,328"
47035,TN,Cumberland County,"59,673"
47037,TN,Davidson County,"692,587"
47039,TN,Decatur County,"11,706"
47041,TN,DeKalb County,"20,138"
47043,TN,Dickson County,"53,446"
47045,TN,Dyer County,"37,320"
47047,TN,Fayette County,"40,507"
47049,TN,Fentress County,"18,217"
47051,TN,Franklin County,"41,890"
47053,TN,Gibson County,"49,045"
47055,TN,Giles County,"29,503"
47057,TN,Grainger County,"23,145"
47059,TN,Greene County,"69,087"
47061,TN,Grundy County,"13,346"
47063,TN,Hamblen County,"64,569"
47065,TN,Hamilton County,"364,286"
47067,TN,Hancock County,"6,549"
47069,TN,Hardeman County,"25,220"
47071,TN,Hardin County,"25,776"
47073,TN,Hawkins County,"56,530"
47075,TN,Haywood County,"17,335"
47077,TN,Henderson County,"27,847"
47079,TN,Henry County,"32,358"
47081,TN,Hickman County,"25,063"
47083,TN,Houston County,"8,263"
47085,TN,Humphreys County,"18,486"
47087,TN,Jackson County,"11,758"
47089,TN,Jefferson County,"54,012"
47091,TN,Johnson County,"17,778"
47093,TN,Knox County,"465,289"
47095,TN,Lake County,"7,411"
47097,TN,Lauderdale County,"25,825"
47099,TN,Lawrence County,"43,734"
47101,TN,Lewis County,"12,086"
47103,TN,Lincoln County,"34,117"
47105,TN,Loudon County,"53,054"
47107,TN,McMinn County,"53,285"
47109,TN,McNairy County,"25,832"
47111,TN,Macon County,"24,265"
47113,TN,Madison County,"97,605"
47115,TN,Marion County,"28,575"
47117,TN,Marshall County,"33,683"
47119,TN,Maury County,"94,340"
47121,TN,Meigs County,"12,306"
47123,TN,Monroe County,"46,357"
47125,TN,Montgomery County,"205,950"
47127,TN,Moore County,"6,411"
47129,TN,Morgan County,"21,579"
47131,TN,Obion County,"30,267"
47133,TN,Overton County,"22,068"
47135,TN,Perry County,"8,064"
47137,TN,Pickett County,"5,082"
47139,TN,Polk County,"16,898"
47141,TN,Putnam County,"78,843"
47143,TN,Rhea County,"33,044"
47145,TN,Roane County,"53,140"
47147,TN,Robertson County,"71,012"
47149,TN,Rutherford County,"324,890"
47151,TN,Scott County,"22,039"
47153,TN,Sequatchie County,"14,876"
47155,TN,Sevier County,"97,892"
47157,TN,Shelby County,"935,764"
47159,TN,Smith County,"19,942"
47161,TN,Stewart County,"13,561"
47163,TN,Sullivan County,"157,668"
47165,TN,Sumner County,"187,149"
47167,TN,Tipton County,"61,581"
47169,TN,Trousdale County,"11,012"
47171,TN,Unicoi County,"17,761"
47173,TN,Union County,"19,688"
47175,TN,Van Buren County,"5,765"
47177,TN,Warren County,"40,878"
47179,TN,Washington County,"128,607"
47181,TN,Wayne County,"16,558"
47183,TN,Weakley County,"33,415"
47185,TN,White County,"27,107"
47187,TN,Williamson County,"231,729"
47189,TN,Wilson County,"140,625"
48000,TX,Texas,"28,701,845"
48001,TX,Anderson County,"58,057"
48003,TX,Andrews County,"18,128"
48005,TX,Angelina County,"87,092"
48007,TX,Aransas County,"23,792"
48009,TX,Archer County,"8,786"
48011,TX,Armstrong County,"1,892"
48013,TX,Atascosa County,"50,310"
48015,TX,Austin County,"29,989"
48017,TX,Bailey County,"7,027"
48019,TX,Bandera County,"22,824"
48021,TX,Bastrop County,"86,976"
48023,TX,Baylor County,"3,582"
48025,TX,Bee County,"32,587"
48027,TX,Bell County,"355,642"
48029,TX,Bexar County,"1,986,049"
48031,TX,Blanco County,"11,702"
48033,TX,Borden County,648
48035,TX,Bosque County,"18,691"
48037,TX,Bowie County,"94,324"
48039,TX,Brazoria County,"370,200"
48041,TX,Brazos County,"226,758"
48043,TX,Brewster County,"9,267"
48045,TX,Briscoe County,"1,516"
48047,TX,Brooks County,"7,114"
48049,TX,Brown County,"37,924"
48051,TX,Burleson County,"18,389"
48053,TX,Burnet County,"47,542"
48055,TX,Caldwell County,"43,247"
48057,TX,Calhoun County,"21,561"
48059,TX,Callahan County,"13,994"
48061,TX,Cameron County,"423,908"
48063,TX,Camp County,"13,033"
48065,TX,Carson County,"6,005"
48067,TX,Cass County,"30,119"
48069,TX,Castro County,"7,665"
48071,TX,Chambers County,"42,454"
48073,TX,Cherokee County,"52,592"
48075,TX,Childress County,"7,291"
48077,TX,Clay County,"10,456"
48079,TX,Cochran County,"2,836"
48081,TX,Coke County,"3,370"
48083,TX,Coleman County,"8,397"
48085,TX,Collin County,"1,005,146"
48087,TX,Collingsworth County,"2,962"
48089,TX,Colorado County,"21,217"
48091,TX,Comal County,"148,373"
48093,TX,Comanche County,"13,534"
48095,TX,Concho County,"4,276"
48097,TX,Cooke County,"40,574"
48099,TX,Coryell County,"74,808"
48101,TX,Cottle County,"1,389"
48103,TX,Crane County,"4,794"
48105,TX,Crockett County,"3,499"
48107,TX,Crosby County,"5,779"
48109,TX,Culberson County,"2,204"
48111,TX,Dallam County,"7,200"
48113,TX,Dallas County,"2,637,772"
48115,TX,Dawson County,"12,619"
48117,TX,Deaf Smith County,"18,760"
48119,TX,Delta County,"5,349"
48121,TX,Denton County,"859,064"
48123,TX,DeWitt County,"20,187"
48125,TX,Dickens County,"2,249"
48127,TX,Dimmit County,"10,308"
48129,TX,Donley County,"3,319"
48131,TX,Duval County,"11,212"
48133,TX,Eastland County,"18,322"
48135,TX,Ector County,"162,124"
48137,TX,Edwards County,"1,928"
48139,TX,Ellis County,"179,436"
48141,TX,El Paso County,"840,758"
48143,TX,Erath County,"42,446"
48145,TX,Falls County,"17,335"
48147,TX,Fannin County,"35,286"
48149,TX,Fayette County,"25,349"
48151,TX,Fisher County,"3,839"
48153,TX,Floyd County,"5,837"
48155,TX,Foard County,"1,200"
48157,TX,Fort Bend County,"787,858"
48159,TX,Franklin County,"10,766"
48161,TX,Freestone County,"19,808"
48163,TX,Frio County,"19,816"
48165,TX,Gaines County,"20,901"
48167,TX,Galveston County,"337,890"
48169,TX,Garza County,"6,578"
48171,TX,Gillespie County,"26,804"
48173,TX,Glasscock County,"1,388"
48175,TX,Goliad County,"7,584"
48177,TX,Gonzales County,"20,826"
48179,TX,Gray County,"21,895"
48181,TX,Grayson County,"133,991"
48183,TX,Gregg County,"123,707"
48185,TX,Grimes County,"28,360"
48187,TX,Guadalupe County,"163,694"
48189,TX,Hale County,"33,830"
48191,TX,Hall County,"3,028"
48193,TX,Hamilton County,"8,484"
48195,TX,Hansford County,"5,463"
48197,TX,Hardeman County,"3,922"
48199,TX,Hardin County,"57,207"
48201,TX,Harris County,"4,698,619"
48203,TX,Harrison County,"66,726"
48205,TX,Hartley County,"5,619"
48207,TX,Haskell County,"5,813"
48209,TX,Hays County,"222,631"
48211,TX,Hemphill County,"3,825"
48213,TX,Henderson County,"82,299"
48215,TX,Hidalgo County,"865,939"
48217,TX,Hill County,"36,354"
48219,TX,Hockley County,"22,980"
48221,TX,Hood County,"60,537"
48223,TX,Hopkins County,"36,810"
48225,TX,Houston County,"23,169"
48227,TX,Howard County,"36,459"
48229,TX,Hudspeth County,"4,795"
48231,TX,Hunt County,"96,493"
48233,TX,Hutchinson County,"21,198"
48235,TX,Irion County,"1,522"
48237,TX,Jack County,"8,843"
48239,TX,Jackson County,"14,874"
48241,TX,Jasper County,"35,872"
48243,TX,Jeff Davis County,"2,252"
48245,TX,Jefferson County,"255,001"
48247,TX,Jim Hogg County,"5,248"
48249,TX,Jim Wells County,"40,822"
48251,TX,Johnson County,"171,361"
48253,TX,Jones County,"19,817"
48255,TX,Karnes County,"15,650"
48257,TX,Kaufman County,"128,622"
48259,TX,Kendall County,"45,641"
48261,TX,Kenedy County,442
48263,TX,Kent County,726
48265,TX,Kerr County,"52,405"
48267,TX,Kimble County,"4,362"
48269,TX,King County,277
48271,TX,Kinney County,"3,767"
48273,TX,Kleberg County,"31,129"
48275,TX,Knox County,"3,653"
48277,TX,Lamar County,"49,728"
48279,TX,Lamb County,"13,158"
48281,TX,Lampasas County,"21,229"
48283,TX,La Salle County,"7,531"
48285,TX,Lavaca County,"20,110"
48287,TX,Lee County,"17,144"
48289,TX,Leon County,"17,270"
48291,TX,Liberty County,"86,323"
48293,TX,Limestone County,"23,519"
48295,TX,Lipscomb County,"3,355"
48297,TX,Live Oak County,"12,166"
48299,TX,Llano County,"21,646"
48301,TX,Loving County,152
48303,TX,Lubbock County,"307,412"
48305,TX,Lynn County,"5,877"
48307,TX,McCulloch County,"7,987"
48309,TX,McLennan County,"254,607"
48311,TX,McMullen County,749
48313,TX,Madison County,"14,422"
48315,TX,Marion County,"9,928"
48317,TX,Martin County,"5,753"
48319,TX,Mason County,"4,280"
48321,TX,Matagorda County,"36,552"
48323,TX,Maverick County,"58,485"
48325,TX,Medina County,"50,921"
48327,TX,Menard County,"2,139"
48329,TX,Midland County,"172,578"
48331,TX,Milam County,"25,131"
48333,TX,Mills County,"4,921"
48335,TX,Mitchell County,"8,145"
48337,TX,Montague County,"19,596"
48339,TX,Montgomery County,"590,925"
48341,TX,Moore County,"21,485"
48343,TX,Morris County,"12,339"
48345,TX,Motley County,"1,234"
48347,TX,Nacogdoches County,"65,711"
48349,TX,Navarro County,"49,565"
48351,TX,Newton County,"13,746"
48353,TX,Nolan County,"14,751"
48355,TX,Nueces County,"362,265"
48357,TX,Ochiltree County,"9,947"
48359,TX,Oldham County,"2,131"
48361,TX,Orange County,"83,572"
48363,TX,Palo Pinto County,"28,875"
48365,TX,Panola County,"23,148"
48367,TX,Parker County,"138,371"
48369,TX,Parmer County,"9,864"
48371,TX,Pecos County,"15,673"
48373,TX,Polk County,"50,031"
48375,TX,Potter County,"119,648"
48377,TX,Presidio County,"6,948"
48379,TX,Rains County,"12,159"
48381,TX,Randall County,"136,271"
48383,TX,Reagan County,"3,741"
48385,TX,Real County,"3,478"
48387,TX,Red River County,"12,175"
48389,TX,Reeves County,"15,695"
48391,TX,Refugio County,"7,032"
48393,TX,Roberts County,903
48395,TX,Robertson County,"17,284"
48397,TX,Rockwall County,"100,657"
48399,TX,Runnels County,"10,234"
48401,TX,Rusk County,"54,450"
48403,TX,Sabine County,"10,589"
48405,TX,San Augustine County,"8,232"
48407,TX,San Jacinto County,"28,719"
48409,TX,San Patricio County,"66,893"
48411,TX,San Saba County,"6,054"
48413,TX,Schleicher County,"2,895"
48415,TX,Scurry County,"16,866"
48417,TX,Shackelford County,"3,253"
48419,TX,Shelby County,"25,418"
48421,TX,Sherman County,"3,079"
48423,TX,Smith County,"230,221"
48425,TX,Somervell County,"9,016"
48427,TX,Starr County,"64,525"
48429,TX,Stephens County,"9,433"
48431,TX,Sterling County,"1,311"
48433,TX,Stonewall County,"1,362"
48435,TX,Sutton County,"3,758"
48437,TX,Swisher County,"7,462"
48439,TX,Tarrant County,"2,084,931"
48441,TX,Taylor County,"137,640"
48443,TX,Terrell County,823
48445,TX,Terry County,"12,287"
48447,TX,Throckmorton County,"1,515"
48449,TX,Titus County,"33,033"
48451,TX,Tom Green County,"118,189"
48453,TX,Travis County,"1,248,743"
48455,TX,Trinity County,"14,740"
48457,TX,Tyler County,"21,696"
48459,TX,Upshur County,"41,260"
48461,TX,Upton County,"3,671"
48463,TX,Uvalde County,"26,846"
48465,TX,Val Verde County,"49,208"
48467,TX,Van Zandt County,"56,019"
48469,TX,Victoria County,"92,035"
48471,TX,Walker County,"72,480"
48473,TX,Waller County,"53,126"
48475,TX,Ward County,"11,720"
48477,TX,Washington County,"35,108"
48479,TX,Webb County,"275,910"
48481,TX,Wharton County,"41,619"
48483,TX,Wheeler County,"5,191"
48485,TX,Wichita County,"132,064"
48487,TX,Wilbarger County,"12,820"
48489,TX,Willacy County,"21,515"
48491,TX,Williamson County,"566,719"
48493,TX,Wilson County,"50,224"
48495,TX,Winkler County,"7,720"
48497,TX,Wise County,"68,305"
48499,TX,Wood County,"45,129"
48501,TX,Yoakum County,"8,591"
48503,TX,Young County,"18,045"
48505,TX,Zapata County,"14,190"
48507,TX,Zavala County,"11,983"
49000,UT,Utah,"3,161,105"
49001,UT,Beaver County,"6,580"
49003,UT,Box Elder County,"54,950"
49005,UT,Cache County,"127,068"
49007,UT,Carbon County,"20,269"
49009,UT,Daggett County,980
49011,UT,Davis County,"351,713"
49013,UT,Duchesne County,"19,964"
49015,UT,Emery County,"10,014"
49017,UT,Garfield County,"5,080"
49019,UT,Grand County,"9,764"
49021,UT,Iron County,"52,775"
49023,UT,Juab County,"11,555"
49025,UT,Kane County,"7,709"
49027,UT,Millard County,"13,006"
49029,UT,Morgan County,"12,045"
49031,UT,Piute County,"1,445"
49033,UT,Rich County,"2,464"
49035,UT,Salt Lake County,"1,152,633"
49037,UT,San Juan County,"15,449"
49039,UT,Sanpete County,"30,623"
49041,UT,Sevier County,"21,539"
49043,UT,Summit County,"41,933"
49045,UT,Tooele County,"69,907"
49047,UT,Uintah County,"35,438"
49049,UT,Utah County,"622,213"
49051,UT,Wasatch County,"33,240"
49053,UT,Washington County,"171,700"
49055,UT,Wayne County,"2,690"
49057,UT,Weber County,"256,359"
50000,VT,Vermont,"626,299"
50001,VT,Addison County,"36,973"
50003,VT,Bennington County,"35,631"
50005,VT,Caledonia County,"30,302"
50007,VT,Chittenden County,"164,572"
50009,VT,Essex County,"6,250"
50011,VT,Franklin County,"49,421"
50013,VT,Grand Isle County,"7,090"
50015,VT,Lamoille County,"25,300"
50017,VT,Orange County,"28,999"
50019,VT,Orleans County,"26,907"
50021,VT,Rutland County,"58,672"
50023,VT,Washington County,"58,140"
50025,VT,Windham County,"42,756"
50027,VT,Windsor County,"55,286"
51000,VA,Virginia,"8,517,685"
51001,VA,Accomack County,"32,412"
51003,VA,Albemarle County,"108,718"
51005,VA,Alleghany County,"14,910"
51007,VA,Amelia County,"13,013"
51009,VA,Amherst County,"31,666"
51011,VA,Appomattox County,"15,841"
51013,VA,Arlington County,"237,521"
51015,VA,Augusta County,"75,457"
51017,VA,Bath County,"4,292"
51019,VA,Bedford County,"78,747"
51021,VA,Bland County,"6,293"
51023,VA,Botetourt County,"33,277"
51025,VA,Brunswick County,"16,384"
51027,VA,Buchanan County,"21,221"
51029,VA,Buckingham County,"16,999"
51031,VA,Campbell County,"54,973"
51033,VA,Caroline County,"30,772"
51035,VA,Carroll County,"29,636"
51036,VA,Charles City County,"6,941"
51037,VA,Charlotte County,"11,938"
51041,VA,Chesterfield County,"348,556"
51043,VA,Clarke County,"14,523"
51045,VA,Craig County,"5,064"
51047,VA,Culpeper County,"51,859"
51049,VA,Cumberland County,"9,809"
51051,VA,Dickenson County,"14,523"
51053,VA,Dinwiddie County,"28,529"
51057,VA,Essex County,"10,919"
51059,VA,Fairfax County,"1,150,795"
51061,VA,Fauquier County,"70,675"
51063,VA,Floyd County,"15,795"
51065,VA,Fluvanna County,"26,783"
51067,VA,Franklin County,"56,195"
51069,VA,Frederick County,"88,355"
51071,VA,Giles County,"16,844"
51073,VA,Gloucester County,"37,349"
51075,VA,Goochland County,"23,244"
51077,VA,Grayson County,"15,631"
51079,VA,Greene County,"19,779"
51081,VA,Greensville County,"11,627"
51083,VA,Halifax County,"34,120"
51085,VA,Hanover County,"107,239"
51087,VA,Henrico County,"329,261"
51089,VA,Henry County,"50,953"
51091,VA,Highland County,"2,210"
51093,VA,Isle of Wight County,"36,953"
51095,VA,James City County,"76,397"
51097,VA,King and Queen County,"7,042"
51099,VA,King George County,"26,575"
51101,VA,King William County,"16,939"
51103,VA,Lancaster County,"10,783"
51105,VA,Lee County,"23,541"
51107,VA,Loudoun County,"406,850"
51109,VA,Louisa County,"36,778"
51111,VA,Lunenburg County,"12,086"
51113,VA,Madison County,"13,295"
51115,VA,Mathews County,"8,802"
51117,VA,Mecklenburg County,"30,650"
51119,VA,Middlesex County,"10,769"
51121,VA,Montgomery County,"98,985"
51125,VA,Nelson County,"14,836"
51127,VA,New Kent County,"22,391"
51131,VA,Northampton County,"11,735"
51133,VA,Northumberland County,"12,147"
51135,VA,Nottoway County,"15,420"
51137,VA,Orange County,"36,644"
51139,VA,Page County,"23,933"
51141,VA,Patrick County,"17,673"
51143,VA,Pittsylvania County,"60,949"
51145,VA,Powhatan County,"29,189"
51147,VA,Prince Edward County,"22,950"
51149,VA,Prince George County,"38,082"
51153,VA,Prince William County,"468,011"
51155,VA,Pulaski County,"34,066"
51157,VA,Rappahannock County,"7,252"
51159,VA,Richmond County,"9,038"
51161,VA,Roanoke County,"94,073"
51163,VA,Rockbridge County,"22,752"
51165,VA,Rockingham County,"81,244"
51167,VA,Russell County,"26,748"
51169,VA,Scott County,"21,534"
51171,VA,Shenandoah County,"43,497"
51173,VA,Smyth County,"30,472"
51175,VA,Southampton County,"17,586"
51177,VA,Spotsylvania County,"134,238"
51179,VA,Stafford County,"149,960"
51181,VA,Surry County,"6,474"
51183,VA,Sussex County,"11,237"
51185,VA,Tazewell County,"40,855"
51187,VA,Warren County,"40,003"
51191,VA,Washington County,"54,402"
51193,VA,Westmoreland County,"17,830"
51195,VA,Wise County,"38,012"
51197,VA,Wythe County,"28,754"
51199,VA,York County,"67,846"
51510,VA,Alexandria city,"160,530"
51520,VA,Bristol city,"16,482"
51530,VA,Buena Vista city,"6,237"
51540,VA,Charlottesville city,"48,117"
51550,VA,Chesapeake city,"242,634"
51570,VA,Colonial Heights city,"17,833"
51580,VA,Covington city,"5,460"
51590,VA,Danville city,"40,693"
51595,VA,Emporia city,"5,121"
51600,VA,Fairfax city,"24,574"
51610,VA,Falls Church city,"14,772"
51620,VA,Franklin city,"8,013"
51630,VA,Fredericksburg city,"29,144"
51640,VA,Galax city,"6,423"
51650,VA,Hampton city,"134,313"
51660,VA,Harrisonburg city,"54,033"
51670,VA,Hopewell city,"22,596"
51678,VA,Lexington city,"7,136"
51680,VA,Lynchburg city,"82,126"
51683,VA,Manassas city,"41,641"
51685,VA,Manassas Park city,"17,307"
51690,VA,Martinsville city,"12,902"
51700,VA,Newport News city,"178,626"
51710,VA,Norfolk city,"244,076"
51720,VA,Norton city,"3,968"
51730,VA,Petersburg city,"31,567"
51735,VA,Poquoson city,"12,190"
51740,VA,Portsmouth city,"94,632"
51750,VA,Radford city,"18,339"
51760,VA,Richmond city,"228,783"
51770,VA,Roanoke city,"99,920"
51775,VA,Salem city,"25,643"
51790,VA,Staunton city,"24,922"
51800,VA,Suffolk city,"91,185"
51810,VA,Virginia Beach city,"450,189"
51820,VA,Waynesboro city,"22,628"
51830,VA,Williamsburg city,"14,896"
51840,VA,Winchester city,"28,108"
53000,WA,Washington,"7,535,591"
53001,WA,Adams County,"19,759"
53003,WA,Asotin County,"22,610"
53005,WA,Benton County,"201,877"
53007,WA,Chelan County,"77,036"
53009,WA,Clallam County,"76,737"
53011,WA,Clark County,"481,857"
53013,WA,Columbia County,"4,059"
53015,WA,Cowlitz County,"108,987"
53017,WA,Douglas County,"42,907"
53019,WA,Ferry County,"7,649"
53021,WA,Franklin County,"94,347"
53023,WA,Garfield County,"2,247"
53025,WA,Grant County,"97,331"
53027,WA,Grays Harbor County,"73,901"
53029,WA,Island County,"84,460"
53031,WA,Jefferson County,"31,729"
53033,WA,King County,"2,233,163"
53035,WA,Kitsap County,"269,805"
53037,WA,Kittitas County,"47,364"
53039,WA,Klickitat County,"22,107"
53041,WA,Lewis County,"79,604"
53043,WA,Lincoln County,"10,740"
53045,WA,Mason County,"65,507"
53047,WA,Okanogan County,"42,132"
53049,WA,Pacific County,"22,036"
53051,WA,Pend Oreille County,"13,602"
53053,WA,Pierce County,"891,299"
53055,WA,San Juan County,"17,128"
53057,WA,Skagit County,"128,206"
53059,WA,Skamania County,"11,924"
53061,WA,Snohomish County,"814,901"
53063,WA,Spokane County,"514,631"
53065,WA,Stevens County,"45,260"
53067,WA,Thurston County,"286,419"
53069,WA,Wahkiakum County,"4,426"
53071,WA,Walla Walla County,"60,922"
53073,WA,Whatcom County,"225,685"
53075,WA,Whitman County,"49,791"
53077,WA,Yakima County,"251,446"
54000,WV,West Virginia,"1,805,832"
54001,WV,Barbour County,"16,535"
54003,WV,Berkeley County,"117,123"
54005,WV,Boone County,"21,951"
54007,WV,Braxton County,"14,089"
54009,WV,Brooke County,"22,203"
54011,WV,Cabell County,"93,224"
54013,WV,Calhoun County,"7,254"
54015,WV,Clay County,"8,632"
